id,Znamka,Model,Letnik,Tip motorja,Prevoženi kilometri,ccm,kW,Menjalnik,Cena
13619219,BMW,serija 5: 530d xDrive M-paket 1. las...,2011,diesel motor,319000,2993,190,avtomatski menjalnik / tiptronic,21000
13619254,Alfa Romeo,166 2.4 JTD,2001,diesel motor,285000,2387,100,ročni menjalnik (6 pr.),700
13619284,Lexus,GS 300 Avt.,2008,bencinski motor,236100,2995,183,avtomatski menjalnik / tiptronic,11470
13619338,Audi,A4 2.0 TDI SLOVENSKI AVTO. 103000km,2008,diesel motor,103000,1968,88,ročni menjalnik (6 pr.),9990
13619414,Toyota,Avensis 2.0 D-4D Executive KAMERA...,2016,diesel motor,85293,1995,105,ročni menjalnik (6 pr.),15880
13619428,Saab,9-3 1.8t Vector,2001,bencinski motor,159000,1995,110,ročni menjalnik (5 pr.),1850
13619434,Audi,A6 quattro 3.0 V6 TDI Xsenon usnje,2005,diesel motor,214000,2967,165,avtomatski menjalnik / tiptronic,5000
13619444,Volvo,940 940GL,2003,bencinski motor,250000,,96,avtomatski menjalnik / tiptronic,1000
13619546,Mercedes-Benz,C-Razred C 200 Kompressor ...,2000,bencinski motor,230000,1998,120,avtomatski menjalnik,1900
13619577,Mazda,6 CD140 TE Plus znana zgodovi...,2008,diesel motor,224000,1998,103,ročni menjalnik (6 pr.),4590
13619591,Hyundai,Sonata 2.4 GLS TOP-K,2005,bencinski motor,154100,2359,119,ročni menjalnik (5 pr.),2790
13619626,Mercedes-Benz,E-Razred E 220 d Avt.,2016,diesel motor,68700,1950,143,avtomatski menjalnik,37500
13619664,Citroen,C5 ,2006,diesel motor,100000,,101,ročni menjalnik (5 pr.),500
13619687,BMW,serija 5: 525d ODLIčEN,2004,diesel motor,367000,2497,130,ročni menjalnik (6 pr.),5150
13619691,Mercedes-Benz,E-Razred E 220 CDI AVANTGA...,2010,diesel motor,254000,2143,125,avtomatski menjalnik,12200
13619738,Volkswagen,Polo Limuzina 1.9 SDI,1999,diesel motor,205000,1896,47,ročni menjalnik (5 pr.),500
13619755,Mercedes-Benz,S-Razred S 320 CDI Avt.,2007,diesel motor,385500,2987,173,avtomatski menjalnik / tiptronic,12700
13619787,BMW,serija 5: 530xd,2007,diesel motor,312000,2993,173,avtomatski menjalnik / tiptronic,11200
13619799,Audi,A6 3.0 TDI quattro Business S-troni...,2012,diesel motor,169000,2967,180,avtomatski menjalnik,22300
13619878,Volkswagen,Passat 2.0 TDI DPF Highline C...,2009,diesel motor,228000,1968,103,ročni menjalnik (6 pr.),6190
13619932,Audi,A4 2.0 TDI Business Sport Multitron...,2014,diesel motor,187000,1968,110,avtomatski menjalnik,16900
13619941,Chevrolet,Cruze 1.6 16V LS+nove zimske g...,2010,bencinski motor,89000,1598,91,ročni menjalnik (5 pr.),4750
13619942,Alfa Romeo,166 166,2004,diesel motor,180000,,130,avtomatski menjalnik / tiptronic,4850
13619985,Seat,Cordoba Signo 1.4,1999,bencinski motor,166000,1391,44,ročni menjalnik (5 pr.),300
13620077,Opel,Astra ,2004,diesel motor,185000,1695,55,ročni menjalnik (5 pr.),1590
13620149,Volkswagen,Passat 4motion 2.0 TDI DSG F1...,2015,diesel motor,150000,1968,140,avtomatski menjalnik,18850
13620172,Mercedes-Benz,E-Razred 270 cdi Elegance,2005,diesel motor,245000,2685,130,ročni menjalnik (6 pr.),6300
13620188,Mazda,6 CD120 TE ,2004,diesel motor,290000,1998,89,ročni menjalnik (5 pr.),1190
13620205,Mercedes-Benz,S-Razred S 350 Avt.,2006,bencinski motor,333000,3498,200,avtomatski menjalnik / tiptronic,7590
13620213,BMW,serija 5: 520d xDrive Avt.,2014,diesel motor,198000,1995,140,avtomatski menjalnik / tiptronic,19860
13620226,Audi,A6 2.0 TDI-NAVIGACIJA-XENON-ODLIčEN...,2006,diesel motor,250721,1968,103,ročni menjalnik (6 pr.),6990
13620245,Renault,Laguna Grandtour Expression 1.9 ...,2004,diesel motor,324000,1870,79,ročni menjalnik (6 pr.),1300
13620255,BMW,serija 7: 750i Avt.,2009,bencinski motor,270000,4395,300,avtomatski menjalnik / tiptronic,13100
13620314,Audi,A4 quattro 2.0 TDI Sport S tronic.S...,2017,diesel motor,38700,1968,140,avtomatski menjalnik,34670
13620325,Honda,Civic Sedan 1.5 LSi,1993,bencinski motor,165000,1493,66,ročni menjalnik (5 pr.),600
13620328,Mercedes-Benz,S-Razred 500 SE,1992,bencinski motor,185000,4973,240,avtomatski menjalnik,9999
13620336,Mercedes-Benz,A-Razred A 170 CDI Eleganc...,2002,diesel motor,290000,1689,70,polavtomatski menjalnik,1200
13620355,Alfa Romeo,147 1.9 JTDM 16V Q2,2009,diesel motor,192000,1910,125,ročni menjalnik (6 pr.),4100
13620363,Audi,A4 2.0 TDI DPF,2009,diesel motor,250000,1968,105,ročni menjalnik (6 pr.),8450
13620365,BMW,serija 5: 520d,2012,diesel motor,231200,1995,135,ročni menjalnik (6 pr.),14200
13620391,Volkswagen,Golf ,1996,diesel motor,400000,1896,47,ročni menjalnik (5 pr.),500
13620398,BMW,serija 3: 320d  BERI OPOMBE,2009,diesel motor,290000,1995,130,ročni menjalnik (6 pr.),6400
13620410,Audi,A6 1.9 TDI QUATTRO 4x4,1998,diesel motor,250000,,81,ročni menjalnik (6 pr.),2490
13620506,BMW,serija 5: 525d SPORT,2005,diesel motor,350000,2497,130,avtomatski menjalnik,4999
13620548,Honda,Accord 2.2i DTEC Executive PDC|XEN...,2008,diesel motor,247000,2199,110,ročni menjalnik (6 pr.),6999
13620564,BMW,serija 3: 320dA xDrive M Sport 8xALU...,2016,diesel motor,29883,1995,140,avtomatski menjalnik,30990
13620587,BMW,serija 5: 520i,2004,bencinski motor,385000,2171,125,ročni menjalnik (6 pr.),5200
13620625,Hyundai,Elantra 1.6 GL,2003,bencinski motor,174952,1599,79,ročni menjalnik (5 pr.),470
13620636,BMW,serija 3: 318i,2008,bencinski motor,233000,1995,105,ročni menjalnik (6 pr.),5200
13620642,Mercedes-Benz,C-Razred C 320 CDI Avantga...,2009,diesel motor,207361,2987,165,avtomatski menjalnik,11500
13620665,Volvo,S60 D4 Momentum 181PS+ALU 18+NAVI+...,2014,diesel motor,150000,1969,133,ročni menjalnik (6 pr.),14990
13620667,Peugeot,407 1.8 || 1.Lastnik,2006,bencinski motor,162000,1749,92,ročni menjalnik (5 pr.),2490
13620680,Volkswagen,Golf Comfortline 1.4 16V,2000,bencinski motor,243240,1390,55,ročni menjalnik (5 pr.),850
13620717,BMW,serija 3: 318D LUXURY LINE NA OBROKE,2013,diesel motor,215000,1995,105,ročni menjalnik (6 pr.),13990
13620739,Audi,A6 2.4 V6,2004,bencinski motor,302000,2393,130,ročni menjalnik (6 pr.),4600
13620755,Audi,A6 1.8 T Multitronic,2003,bencinski motor,280000,1781,110,avtomatski menjalnik,2500
13620771,koda,Octavia ,2006,diesel motor,214000,1896,77,ročni menjalnik (5 pr.),2700
13620772,Mercedes-Benz,C-Razred C 220 CDI Avantga...,2001,diesel motor,257392,2148,105,ročni menjalnik (6 pr.),5000
13620796,Volkswagen,Passat 4motion 2.0 TDI Highli...,2006,diesel motor,258000,1968,103,ročni menjalnik (6 pr.),5600
13620863,Mercedes-Benz,E-Razred E 200 CDI Eleganc...,2004,diesel motor,400000,2148,90,ročni menjalnik (6 pr.),3400
13620944,Volkswagen,Passat 2.0 TDI - ODLIčEN -,2010,diesel motor,208000,1968,103,ročni menjalnik (6 pr.),9300
13620954,Audi,A6 2.0 TDI,2007,diesel motor,270000,1968,103,ročni menjalnik (6 pr.),6250
13620986,Opel,Insignia 2.0 CDTI-NAVIGACIJA-AVT.KL...,2010,diesel motor,245236,1956,96,ročni menjalnik (6 pr.),6890
13620996,Audi,A8 2.8 5V Tiptronic,2001,bencinski motor,278440,2771,142,avtomatski menjalnik / tiptronic,2500
13620998,Opel,Astra Classic 1.4i GL,2000,bencinski motor,270000,1389,44,ročni menjalnik (5 pr.),300
13621032,BMW,serija 3: 330d - SLOVENSKI,2008,diesel motor,235000,2993,180,ročni menjalnik (6 pr.),11990
13621040,Audi,A4 1.9 TDI-STRENO OKNO-AVT.KLIMA-N...,2003,diesel motor,248470,1896,74,ročni menjalnik (5 pr.),3490
13621044,BMW,serija 3: 318d,2007,diesel motor,290000,1995,105,ročni menjalnik (6 pr.),5490
13621078,Audi,A4 2.0 TDI DPF-AVT.KLIMA-SLO-ALU-OD...,2008,diesel motor,219000,1968,88,ročni menjalnik (6 pr.),7990
13621080,Audi,A4 2.0 TDI DPF-BIXENON-SPORT-NAVI-B...,2008,diesel motor,236189,1968,105,ročni menjalnik (6 pr.),9790
13621103,BMW,serija 3: 318i,2002,bencinski motor,198000,1995,105,ročni menjalnik (5 pr.),2890
13621104,BMW,serija 3: 320d Sport Line,2015,diesel motor,56000,1995,140,avtomatski menjalnik,20000
13621120,Audi,A4 2.0 TDI Business Sport,2014,diesel motor,180000,1968,110,ročni menjalnik (6 pr.),13990
13621149,Peugeot,406 SR 1.8 Klima ,1997,bencinski motor,245000,1761,81,ročni menjalnik (5 pr.),300
13621151,Audi,A6 2.0 TDI DPF-SLOV.AVTO-NAVI-LED-B...,2009,diesel motor,247334,1968,125,ročni menjalnik (6 pr.),11690
13621167,Saab,9-3 1.9  Vektor,2005,diesel motor,270000,1910,110,ročni menjalnik (6 pr.),2350
13621173,Citroen,C5 1.8 16V SUPER CENA.VELIK SERV...,2009,bencinski motor,269500,1749,92,ročni menjalnik (5 pr.),3850
13621181,Mercedes-Benz,E-Razred E 220 d AMG Line ...,2017,diesel motor,100000,1950,143,avtomatski menjalnik,37990
13621199,Renault,Megane Classic RT 1.6 16V Alize+...,1999,bencinski motor,217110,1598,79,ročni menjalnik (5 pr.),449
13621203,Jaguar,S-Type 3.0 V6 Executive Avt.,2003,bencinski motor,,2967,175,avtomatski menjalnik,3000
13621220,Audi,A4 1.8 TURBO-4X4-POLOG 1100E-SLO-RE...,2002,bencinski motor,279000,1781,110,ročni menjalnik (5 pr.),3650
13621229,Audi,A4 2.0 TDI-BARVNA NAVIGACIJA-TEMPOM...,2009,diesel motor,267000,1968,105,ročni menjalnik (6 pr.),7197
13621242,Audi,A4 2.0 TDI-LED+BIXENON-TEMPOMAT-MUL...,2008,diesel motor,234000,1968,105,ročni menjalnik (6 pr.),9982
13621254,Audi,A4 2.0 TDI-S LINE-BIXENON-SERVISNA ...,2005,diesel motor,218000,1968,103,ročni menjalnik (6 pr.),5982
13621261,Mercedes-Benz,E-Razred 124,1995,diesel motor,239000,1996,54,ročni menjalnik (5 pr.),1300
13621265,BMW,serija 3: 318d-NAVIGACIJA-TEMPOMAT-B...,2009,diesel motor,218000,1995,105,ročni menjalnik (6 pr.),9982
13621267,Mercedes-Benz,S-Razred S 320 CDI Avt. OD...,2006,diesel motor,370000,2987,173,avtomatski menjalnik / tiptronic,11999
13621286,BMW,serija 3: 318d-STRENO OKNO-NAVIGACI...,2007,diesel motor,244000,1995,100,ročni menjalnik (6 pr.),6982
13621295,Mercedes-Benz,E-Razred E 420 CDI Avantga...,2008,diesel motor,317000,3996,231,avtomatski menjalnik / tiptronic,5900
13621310,Volvo,S60 D5,2003,diesel motor,,2401,120,ročni menjalnik (5 pr.),3300
13621383,Audi,A6 2.4 V6,2001,bencinski motor,300000,2393,121,ročni menjalnik (5 pr.),500
13621389,Volvo,S40 Kinetic 2.0 D,2005,diesel motor,276000,1998,100,ročni menjalnik (6 pr.),3300
13621397,Mazda,3 ,2006,bencinski motor,205000,1598,77,ročni menjalnik (5 pr.),1700
13621409,Audi,A4 1.6,1998,bencinski motor,190000,1595,74,ročni menjalnik (5 pr.),1200
13621476,Volvo,S90 D5 AWD Inscription Avt.Tovarni...,2017,diesel motor,17949,1969,173,avtomatski menjalnik,43990
13621486,Renault,Talisman Energy dCi 110 Business...,2017,diesel motor,52000,1461,81,ročni menjalnik (6 pr.),16499
13621490,BMW,serija 5: 525d M.OPTIK UGODNO..,2005,diesel motor,290000,2497,130,ročni menjalnik (6 pr.),4999
13621511,Seat,Cordoba Signo 1.9 TDI,2003,diesel motor,275000,1896,74,ročni menjalnik (5 pr.),1950
13621533,Seat,Cordoba Soul Stella 1.9 SDI,2001,diesel motor,199900,1896,50,ročni menjalnik (5 pr.),850
13621540,Citroen,BX ,1989,bencinski motor,180000,,66,ročni menjalnik (5 pr.),573
13621591,BMW,serija 3: 330xd,2008,diesel motor,120000,2993,170,avtomatski menjalnik,18500
13621609,BMW,serija 3: 320d M optic,2006,diesel motor,250000,1995,120,ročni menjalnik (6 pr.),7500
13621694,Fiat,Albea 1.2 16V-SAMO 35000KM-1.LASTNI...,2005,bencinski motor,35000,1242,59,ročni menjalnik (5 pr.),2450
13621734,Mercedes-Benz,C-Razred C 200 CDI Eleganc...,2006,diesel motor,266800,2148,90,ročni menjalnik (6 pr.),5700
13621771,Audi,A8 quattro 3.0 TDI clean diesel Tip...,2014,diesel motor,165000,2967,190,avtomatski menjalnik / tiptronic,39900
13621776,Toyota,Avensis 2.0 D-4D-GRETJE SEDEEV-A...,2006,diesel motor,252000,1995,85,ročni menjalnik (5 pr.),2790
13621780,Mazda,6 CD120 TE,2003,diesel motor,430000,1998,89,ročni menjalnik (5 pr.),990
13621805,Audi,A6 quattro 3.0 V6 TDI Tiptronic,2007,diesel motor,257000,2967,171,avtomatski menjalnik / tiptronic,6400
13621812,BMW,serija 5: 525i 141.770 km 1.LAST V S...,2003,bencinski motor,141770,2494,141,ročni menjalnik (6 pr.),5999
13621829,Volkswagen,Passat 2.0 TDI ,2006,diesel motor,193598,1968,103,ročni menjalnik (6 pr.),4999
13621866,Audi,80 1.6 TD,1990,diesel motor,413000,1588,59,ročni menjalnik (5 pr.),650
13621873,BMW,serija 3: 320d avtomatik bixenon 18c...,2012,diesel motor,186500,1995,120,avtomatski menjalnik,15950
13621907,Volkswagen,Jetta 2.0 TDI BMT Sport,2015,diesel motor,148000,1968,110,ročni menjalnik (6 pr.),13000
13621921,Volkswagen,Passat 1.9 TDI-177000KM-1.LAS...,2008,diesel motor,177000,1896,77,ročni menjalnik (5 pr.),6850
13621963,Alfa Romeo,166 2.0 V6 Turbo,1999,bencinski motor,225000,1996,151,ročni menjalnik (6 pr.),4200
13622005,BMW,serija 5: 520d-NAVIGACIJA-STR.OKNO-A...,2008,diesel motor,233232,1995,130,avtomatski menjalnik,8990
13622024,Mercedes-Benz,E-Razred E 200 d Avt.,2013,diesel motor,460000,1950,110,avtomatski menjalnik,13600
13622056,Audi,S6 quattro 4.2 V8 MENJAVA - KOT NOV,2000,bencinski motor,180100,4172,250,avtomatski menjalnik / tiptronic,7500
13622102,Jaguar,X-Type limuzina,2003,diesel motor,300000,2000,98,ročni menjalnik (5 pr.),2999
13622103,Seat,Exeo 2.0 TDI CR Style,2009,diesel motor,203000,1968,105,ročni menjalnik (6 pr.),7500
13622125,Mercedes-Benz,E-Razred E 320 CDI Avantga...,2005,diesel motor,321642,3222,150,avtomatski menjalnik,6000
13622166,Seat,Cordoba Stella 1.9 SDI,2003,diesel motor,360000,1896,47,ročni menjalnik (5 pr.),1000
13622173,Audi,A4 1.9 TDI-AVT KLIMA-17 COL-PDC-,2007,diesel motor,213200,1896,85,ročni menjalnik (5 pr.),5990
13622178,Fiat,Punto 1.2 Actual Plus,2007,bencinski motor,190000,1242,44,ročni menjalnik (5 pr.),1299
13622207,Honda,Accord 2.0i VTEC +PLIN,2010,bencinski motor,230800,1997,115,avtomatski menjalnik,8890
13622229,Renault,Fluence 1.6 16V Dynamique 1 LAST...,2013,bencinski motor,156381,1598,81,ročni menjalnik (5 pr.),6890
13622261,Audi,A4 2.0 TDI S-Line Multitronic XENON...,2014,diesel motor,121852,1968,110,avtomatski menjalnik,17980
13622281,Citroen,C5 2.2 HDi,2003,diesel motor,270000,2179,98,ročni menjalnik (5 pr.),1299
13622318,Mercedes-Benz,C-Razred C 200 CDI Eleganc...,2009,diesel motor,151150,2148,100,ročni menjalnik (6 pr.),10890
13622350,Mercedes-Benz,E-Razred E 200 CDI Eleganc...,2014,diesel motor,93770,2143,100,avtomatski menjalnik,19980
13622389,Audi,A3 Limuzina 2.0 TDI BI.XENON-NAVI-P...,2014,diesel motor,123109,1968,110,ročni menjalnik (6 pr.),15280
13622405,BMW,serija 7: 730d Avt. M paket+LED+Soft...,2016,diesel motor,48100,2993,195,avtomatski menjalnik,64990
13622408,Volvo,S80 V8 AWD Executive Geartronic,2007,bencinski motor,420000,4414,232,avtomatski menjalnik / tiptronic,11900
13622430,Renault,Laguna ,2001,bencinski motor,152000,1783,89,ročni menjalnik (5 pr.),950
13622433,Opel,Astra ,2004,diesel motor,140000,1995,74,ročni menjalnik (5 pr.),950
13622441,Mercedes-Benz,E-Razred E 270 CDI - odlic...,2002,diesel motor,,2685,130,avtomatski menjalnik,3350
13622443,Audi,A6 2.5 V6 TDI,2002,diesel motor,310000,2496,110,ročni menjalnik (6 pr.),1600
13622459,Volvo,S60 D5 Momentum,2015,diesel motor,145000,2400,158,ročni menjalnik (6 pr.),17500
13622483,Hyundai,Accent 1.3 LSi,1997,bencinski motor,185000,1341,63,ročni menjalnik (5 pr.),270
13622516,Volkswagen,Passat 4motion 1.9 TDI Highli...,2002,diesel motor,335000,1896,96,ročni menjalnik (6 pr.),2450
13622527,Audi,A4 2.0 TDI Style Sport - XENON - NA...,2015,diesel motor,166370,1968,88,ročni menjalnik (6 pr.),15390
13622536,Renault,Thalia 1.4 RT,2002,bencinski motor,130000,1390,55,ročni menjalnik (5 pr.),380
13622560,Audi,A6 2.0 TDI Multitronic - NAVI - USN...,2012,diesel motor,258900,1968,130,avtomatski menjalnik,16899
13622564,Mercedes-Benz,E-Razred E BlueEFFICIENCY ...,2010,diesel motor,205500,2143,100,avtomatski menjalnik,12000
13622616,Volvo,S40 2.0 D sport,2007,diesel motor,194864,1997,100,ročni menjalnik (6 pr.),6000
13622629,Peugeot,406 ST 1.8 Klima,1998,bencinski motor,260000,1761,81,ročni menjalnik (5 pr.),200
13622676,Renault,Megane Classic Expression 1.6 16...,2001,bencinski motor,258000,1598,79,ročni menjalnik (5 pr.),290
13622683,Audi,A6 2.7 V6 TDI,2005,diesel motor,,2698,132,ročni menjalnik (6 pr.),4290
13622773,Mercedes-Benz,E-Razred E BlueEFFICIENCY ...,2012,diesel motor,221712,2143,100,avtomatski menjalnik,13790
13622786,Mercedes-Benz,C-Razred C 180 Avantgarde,2016,bencinski motor,45000,1595,115,avtomatski menjalnik,25500
13622792,Mercedes-Benz,E-Razred E 220 d AMG Line ...,2016,diesel motor,82000,1950,143,avtomatski menjalnik,40000
13622807,Mercedes-Benz,C-Razred C 200 CDI Eleganc...,1999,diesel motor,265000,2151,75,ročni menjalnik (5 pr.),1750
13622813,Hyundai,Accent 1.3 GLi,2000,bencinski motor,200000,1341,63,ročni menjalnik (5 pr.),200
13622863,Hyundai,Accent 1.4 GL Top-Life,2008,bencinski motor,102055,1399,71,ročni menjalnik (5 pr.),2000
13623016,Renault,Megane Classic 1.6 16V,2000,bencinski motor,229000,1598,79,ročni menjalnik (5 pr.),950
13623077,Audi,A8 quattro LWB 4.2 V8 Tiptronic-SLO...,2006,bencinski motor,532912,4172,246,avtomatski menjalnik / tiptronic,7990
13623083,Audi,A4 2.0 TDI clean diesel Style Sport,2014,diesel motor,169000,1968,110,ročni menjalnik (6 pr.),13990
13623103,Audi,A4 1.9 TDI,1996,diesel motor,358564,1896,81,ročni menjalnik (5 pr.),650
13623144,Jaguar,XE 2.0 D  20d  Avt.  Prestige,2018,diesel motor,15,1999,132,avtomatski menjalnik / tiptronic,33990
13623155,Volkswagen,Passat 2.0 TDI Sportline,2006,diesel motor,263000,1968,103,ročni menjalnik (6 pr.),4300
13623183,Infiniti,Q50 2.2D EXECUTIVE NAVI TOUCH F...,2013,diesel motor,103634,2143,125,ročni menjalnik (6 pr.),14280
13623185,Ford,Mondeo 2.0TDCi Titanium-NAVI-2XPDC-...,2016,diesel motor,169512,1997,132,ročni menjalnik (6 pr.),14990
13623196,BMW,serija 3: 2.0d USNJE NAVI 19ZOL,2015,diesel motor,182000,1995,85,ročni menjalnik (6 pr.),13590
13623218,Mercedes-Benz,C-Razred C 180 d Avantgard...,2017,diesel motor,20990,1598,85,ročni menjalnik (6 pr.),26990
13623225,Volvo,S60 D5 Momentum,2006,diesel motor,285000,2401,136,ročni menjalnik (6 pr.),3200
13623257,BMW,serija 3: 318i,1997,bencinski motor,,1796,85,ročni menjalnik (5 pr.),300
13623273,Audi,A4 1.9 TDI SLO POREKLO-ALU-AUTO KLI...,2002,diesel motor,251281,1896,96,ročni menjalnik (5 pr.),2490
13623309,Mini,- One,2010,bencinski motor,19200,1598,72,ročni menjalnik (6 pr.),6790
13623344,Jaguar,X-Type 2.2 D Executive,2005,diesel motor,242000,2198,114,ročni menjalnik (6 pr.),3500
13623352,BMW,serija 3: 318d,2009,diesel motor,349000,1995,105,ročni menjalnik (6 pr.),6700
13623377,Mercedes-Benz,W123 230 E,1981,bencinski motor,286000,2276,100,ročni menjalnik (4 pr.),3500
13623382,Volvo,S90 D4 Momentum Avt.,2017,diesel motor,16050,1969,140,avtomatski menjalnik / tiptronic,36990
13623383,Mercedes-Benz,C-Razred C 180 Elegance,1999,bencinski motor,,1799,90,ročni menjalnik (5 pr.),1300
13623412,BMW,serija 7: 730d xDrive Avt.+LASERLIGH...,2017,diesel motor,82900,2993,195,avtomatski menjalnik / tiptronic,69990
13623426,Volkswagen,Jetta 1.2 TSI -NUDIMO TRAJNIK...,2013,bencinski motor,27000,1197,77,ročni menjalnik (6 pr.),11800
13623449,Audi,A4 2.0 TDI DPF,2008,diesel motor,183000,1968,105,ročni menjalnik (6 pr.),8940
13623496,Volvo,S90 D4 Inscription Avt.,2017,diesel motor,13870,1969,140,avtomatski menjalnik / tiptronic,39900
13623504,Volkswagen,Polo Limuzina 1.4,1996,bencinski motor,196000,1391,44,ročni menjalnik (5 pr.),390
13623516,Audi,A4 Quattro 1.9 TDI,2004,diesel motor,243000,,98,ročni menjalnik (6 pr.),4500
13623533,BMW,serija 3: M OPTIK-BIXENON-VELIKA NAV...,2010,diesel motor,193168,1995,105,ročni menjalnik (6 pr.),11990
13623572,BMW,serija 3: 318i,1988,bencinski motor + plin,292000,1766,77,ročni menjalnik (5 pr.),3900
13623580,Volvo,S90 D4 Momentum Avt.,2018,diesel motor,22187,1969,140,avtomatski menjalnik / tiptronic,34990
13623605,BMW,serija 3: LED-NAVI-PDC,2014,diesel motor,207000,1995,85,ročni menjalnik (6 pr.),10800
13623608,Audi,A4 1.9 TDI,2006,diesel motor,239000,1896,85,ročni menjalnik (5 pr.),5899
13623615,BMW,serija 3: 320dA - SPORT,2014,diesel motor,,1995,135,ročni menjalnik (6 pr.),14990
13623626,Volvo,S60 D5 AUT. ALU-USNJE-AUTO 2CONSKA...,2003,diesel motor,248521,2401,120,avtomatski menjalnik,1600
13623632,Audi,A6 2.0 TDI ULTRA-190KM-XENON-S-TRON...,2015,diesel motor,118000,1968,140,avtomatski menjalnik,20750
13623636,Hyundai,Elantra 1.6 CVVT Style SLO.1 LAS...,2014,bencinski motor,64000,1591,97,ročni menjalnik (6 pr.),9490
13623645,Honda,Accord 2.0i VTEC Comfort,2007,bencinski motor,218000,1998,114,ročni menjalnik (5 pr.),6000
13623671,BMW,serija 3: 320d-NUDIMO TRAJNIK DO 72 ...,2006,diesel motor,,1995,120,ročni menjalnik (6 pr.),5200
13623678,Mercedes-Benz,- w115,1972,diesel motor,80000,2000,40,ročni menjalnik (4 pr.),1500
13623707,Mercedes-Benz,190 w201,1985,diesel motor,400000,1997,53,ročni menjalnik (4 pr.),700
13623711,BMW,serija 3: 320d Advantage,2005,diesel motor,252369,1995,120,avtomatski menjalnik,5999
13623737,BMW,serija 5: 530d avt.+USNJE+PDC+GRETJE...,2004,diesel motor,335000,2993,160,ročni menjalnik (6 pr.),5990
13623741,Audi,A6 2.0 S-LINE SAMO 115.000KM-1 LETO...,2009,diesel motor,115043,1968,100,ročni menjalnik (6 pr.),14490
13623756,Peugeot,406 ST 2.0 HDi NOVE GUME. VINJET...,2000,diesel motor,251000,1997,80,ročni menjalnik (5 pr.),700
13623800,Jaguar,X-Type 2.2 D Executive,2006,diesel motor,149466,2198,114,ročni menjalnik (6 pr.),4490
13623809,Volkswagen,Passat 2.0 TDI BMT Comfortlin...,2014,diesel motor,176000,1968,103,ročni menjalnik (6 pr.),11690
13623823,Opel,Insignia 2.0 CDTI - BIXENON - 6 PRE...,2009,diesel motor,235000,1956,118,ročni menjalnik (6 pr.),5350
13623830,Mercedes-Benz,C-Razred C 180 Classic,1995,bencinski motor,390200,1799,90,ročni menjalnik (5 pr.),450
13623834,Seat,Toledo 1.9 TDI Stella,2003,diesel motor,258000,1896,66,ročni menjalnik (5 pr.),1250
13623857,koda,Octavia 1.6 GLXi,1998,bencinski motor,227000,1595,74,ročni menjalnik (5 pr.),700
13623861,Mercedes-Benz,C-Razred C 200 CDI Avantga...,2013,diesel motor,139188,2143,100,ročni menjalnik (6 pr.),15490
13623892,Audi,A4 quattro 2.5 V6 TDI,2002,diesel motor,373000,2496,132,ročni menjalnik (6 pr.),1700
13623904,Volkswagen,Golf Comfortline 1.6 TDI Blue...,2010,diesel motor,280000,1598,77,ročni menjalnik (5 pr.),5500
13623907,BMW,serija 3: 320D-BIXENON-NAVI-1 LETO J...,2011,diesel motor,193139,1995,120,ročni menjalnik (6 pr.),10490
13623920,Volkswagen,Passat 2.0 FSI Sportline,2006,bencinski motor,260000,1984,110,ročni menjalnik (6 pr.),4950
13623971,Volvo,S40 2.0 T,2000,bencinski motor + plin,220000,1948,118,ročni menjalnik (5 pr.),1000
13623978,Mitsubishi,Carisma 1.8 GDI LS,1999,bencinski motor,268236,1834,92,ročni menjalnik (5 pr.),500
13623983,Audi,A4 2.0 TDI DPF,2008,diesel motor,245000,1968,105,ročni menjalnik (6 pr.),4850
13624004,BMW,serija 3: 320d M Sport Avt.,2016,diesel motor,72000,1995,140,avtomatski menjalnik,26900
13624037,Volkswagen,Jetta 1.6 TDi New - SLO POREK...,2013,diesel motor,150000,1598,77,ročni menjalnik (5 pr.),9800
13624131,Opel,Vectra CD 1.6i 16V,1999,bencinski motor,350000,1598,74,ročni menjalnik (5 pr.),250
13624191,Opel,Vectra Elegance 2.0 DTI,2003,diesel motor,340000,1995,74,ročni menjalnik (5 pr.),1050
13624236,Volkswagen,Passat 1.8T Comfortline,2000,bencinski motor,300000,1781,110,ročni menjalnik (5 pr.),1000
13624305,Opel,Astra Classic II 1.4 16V,2008,bencinski motor,110500,1389,66,ročni menjalnik (5 pr.),2700
13624332,Opel,Vectra Elegance 1.9 CDTI euro 4 mot...,2006,diesel motor,220000,1910,88,ročni menjalnik (6 pr.),1790
13624337,Audi,A4 ,2004,diesel motor,198431,1896,74,ročni menjalnik (5 pr.),3890
13624356,Seat,Cordoba Reference 1.9 SDI,2005,diesel motor,145000,1896,47,ročni menjalnik (5 pr.),2600
13624361,Lancia,Lybra 1.9 JTD,2003,diesel motor,240000,1910,85,ročni menjalnik (5 pr.),400
13624418,Jaguar,X-Type ,2005,diesel motor,240000,,96,ročni menjalnik (5 pr.),1750
13624427,Mercedes-Benz,C-Razred C 200 Kompressor ...,2000,bencinski motor,122245,1998,120,ročni menjalnik (6 pr.),4000
13624455,Jaguar,X-Type 2.0 D Classic,2004,diesel motor,204000,1998,96,ročni menjalnik (5 pr.),3800
13624488,Audi,A4 1.9 TDI -ODLICEN-,2002,diesel motor,274600,1896,74,ročni menjalnik (5 pr.),2750
13624492,Opel,Vectra Design Edition 1.8 16V,2005,bencinski motor,174000,1796,90,ročni menjalnik (5 pr.),3050
